Hours_Studied,Attendance,Parental_Involvement,Access_to_Resources,Extracurricular_Activities,Sleep_Hours,Previous_Scores,Motivation_Level,Internet_Access,Tutoring_Sessions,Family_Income,Teacher_Quality,School_Type,Peer_Influence,Physical_Activity,Learning_Disabilities,Parental_Education_Level,Distance_from_Home,Gender,Exam_Score,Study_Efficiency,Attendance_Level,Engagement_Score
27,68,Medium,Medium,No,9,66,Medium,Yes,3,High,Medium,Private,Positive,3,No,High School,Far,Male,67,2.357142857142857,Low,54.900000000000006
27,97,High,High,Yes,9,66,Low,Yes,1,Low,Medium,Public,Positive,3,No,High School,Far,Male,73,2.357142857142857,High,63.599999999999994
8,94,High,Low,No,8,89,High,Yes,0,Medium,Medium,Public,Neutral,2,No,High School,Near,Female,66,9.88888888888889,High,66.2
18,91,High,High,Yes,7,71,High,Yes,0,Medium,Medium,Public,Neutral,3,No,High School,Near,Male,70,3.736842105263158,High,61.10000000000001
18,76,High,High,No,6,79,Medium,Yes,1,Medium,Medium,Private,Positive,2,No,Postgraduate,Far,Female,67,4.157894736842105,Medium,59.8
12,80,Low,Low,No,9,71,High,Yes,1,Low,Low,Private,Positive,3,Yes,High School,Moderate,Female,60,5.461538461538462,Medium,56.0
15,79,High,Medium,No,8,62,Low,Yes,1,Low,Low,Public,Positive,3,No,College,Near,Male,65,3.875,Medium,53.0
13,70,Medium,Medium,No,5,59,Medium,Yes,0,Medium,High,Private,Positive,2,No,Postgraduate,Near,Female,63,4.214285714285714,Medium,48.5
31,80,High,High,Yes,6,57,Low,Yes,1,Medium,High,Private,Positive,3,No,High School,Near,Female,72,1.78125,Medium,56.099999999999994
26,61,Low,Medium,Yes,5,51,High,Yes,0,Low,Medium,Private,Neutral,5,No,High School,Moderate,Female,62,1.8888888888888888,Low,46.5
28,65,Medium,Medium,Yes,4,64,Medium,Yes,6,Medium,High,Public,Neutral,3,No,Postgraduate,Near,Male,70,2.206896551724138,Low,53.5
24,95,High,Low,Yes,8,59,Medium,Yes,2,Low,High,Public,Negative,1,No,College,Moderate,Male,70,2.36,High,59.300000000000004
13,90,Medium,Medium,No,5,63,Medium,Yes,0,Low,Medium,Public,Neutral,4,No,High School,Moderate,Female,64,4.5,High,56.1
17,77,Medium,Medium,Yes,6,54,Low,Yes,3,Low,Medium,Public,Neutral,4,No,High School,Moderate,Male,64,3.0,Medium,49.8
23,81,Medium,Low,Yes,7,67,Medium,Yes,0,Medium,High,Private,Positive,5,No,High School,Moderate,Female,67,2.7916666666666665,Medium,58.0
13,75,Medium,High,Yes,7,76,High,Yes,1,Medium,High,Public,Negative,1,No,High School,Moderate,Male,64,5.428571428571429,Medium,56.8
24,90,Medium,Medium,Yes,6,97,Low,Yes,1,High,High,Public,Positive,4,No,High School,Near,Male,72,3.88,High,73.0
19,91,Medium,Low,No,9,67,Medium,Yes,0,Medium,Medium,Private,Negative,3,No,College,Near,Female,66,3.35,High,59.8
18,91,Medium,Medium,No,5,52,Medium,Yes,2,Medium,Medium,Public,Negative,4,No,High School,Moderate,Female,66,2.736842105263158,High,53.5
24,89,Medium,High,Yes,5,68,Medium,Yes,0,Low,High,Public,Positive,2,No,Postgraduate,Near,Female,71,2.72,Medium,61.1
23,68,Low,Low,No,8,91,Medium,Yes,5,Low,Medium,Public,Negative,5,No,Postgraduate,Near,Female,66,3.7916666666666665,Low,63.699999999999996
18,74,Medium,Low,Yes,6,67,High,Yes,2,Low,High,Public,Neutral,2,No,High School,Near,Male,64,3.526315789473684,Medium,54.4
27,79,Medium,Low,No,6,65,Low,Yes,0,Medium,Medium,Private,Negative,2,No,College,Near,Male,66,2.3214285714285716,Medium,57.8
14,73,Medium,Low,Yes,5,96,Low,Yes,1,Low,Medium,Public,Negative,3,No,High School,Moderate,Female,62,6.4,Medium,64.5
24,90,Medium,Medium,No,8,65,Medium,Yes,4,Low,Medium,Public,Neutral,4,No,High School,Moderate,Male,70,2.6,High,60.2
24,73,Medium,Medium,Yes,7,99,Medium,Yes,3,Medium,High,Private,Neutral,3,No,High School,Near,Female,69,3.96,Medium,68.7
18,66,High,Medium,No,7,92,Medium,Yes,2,Low,Medium,Private,Neutral,4,No,High School,Moderate,Male,65,4.842105263157895,Low,62.0
22,76,High,Medium,Yes,6,84,High,Yes,2,Medium,High,Public,Neutral,3,No,High School,Near,Male,70,3.652173913043478,Medium,63.0
12,99,High,High,Yes,6,80,Medium,No,0,High,Medium,Public,Positive,3,No,High School,Moderate,Male,70,6.153846153846154,High,65.3
26,69,Medium,Medium,Yes,7,61,Medium,Yes,1,High,High,Public,Positive,2,No,College,Near,Male,67,2.259259259259259,Low,52.900000000000006
19,84,Medium,High,Yes,8,87,Low,Yes,2,Low,High,Public,Positive,3,No,High School,Moderate,Female,69,4.35,Medium,65.7
17,77,Low,Medium,No,9,67,Low,Yes,0,Low,High,Public,Neutral,5,Yes,High School,Near,Female,62,3.7222222222222223,Medium,55.0
26,63,Medium,High,Yes,9,74,Medium,Yes,1,Low,Medium,Private,Positive,4,No,High School,Near,Female,67,2.740740740740741,Low,56.3
16,80,High,Medium,No,8,55,High,No,0,Low,Medium,Public,Positive,6,No,College,Moderate,Male,65,3.235294117647059,Medium,50.8
12,88,Medium,Medium,No,8,65,Medium,Yes,0,Low,Medium,Public,Positive,4,No,High School,Near,Male,65,5.0,Medium,56.0
11,81,Medium,High,Yes,5,76,Medium,Yes,1,Low,Medium,Public,Neutral,3,No,Postgraduate,Far,Male,65,6.333333333333333,Medium,58.0
24,95,Medium,Low,Yes,6,73,Medium,No,3,Low,Medium,Public,Positive,2,No,High School,Moderate,Male,69,2.92,High,64.9
12,72,Medium,Medium,No,8,67,Low,Yes,4,Medium,Medium,Public,Neutral,4,No,High School,Near,Male,63,5.153846153846154,Medium,52.0
31,63,Low,High,Yes,7,74,Low,Yes,3,Medium,Medium,Public,Negative,2,No,College,Moderate,Male,66,2.3125,Low,57.8
8,97,Medium,High,Yes,8,87,Medium,Yes,0,Medium,Medium,Public,Positive,2,Yes,High School,Near,Male,67,9.666666666666666,High,66.3
30,75,Medium,Medium,No,8,73,High,Yes,1,Medium,Medium,Public,Negative,3,No,College,Near,Male,69,2.3548387096774195,Medium,60.7
21,83,Medium,Medium,Yes,8,75,High,Yes,1,Low,High,Public,Neutral,2,No,High School,Far,Male,67,3.409090909090909,Medium,61.2
19,92,Medium,Medium,Yes,5,85,Medium,Yes,1,Medium,High,Private,Neutral,4,No,High School,Near,Male,70,4.25,High,67.3
17,73,High,High,Yes,7,92,Medium,Yes,2,High,Medium,Private,Negative,2,No,High School,Moderate,Male,67,5.111111111111111,Medium,63.800000000000004
22,89,High,Medium,No,6,76,Medium,Yes,2,Low,Medium,Public,Neutral,4,No,High School,Near,Male,70,3.3043478260869565,Medium,63.7
20,65,High,High,Yes,6,97,Medium,Yes,0,Low,Low,Private,Negative,3,No,High School,Moderate,Female,65,4.619047619047619,Low,64.30000000000001
27,72,Medium,Low,No,4,68,Medium,No,0,Medium,High,Public,Negative,3,Yes,College,Near,Male,63,2.4285714285714284,Medium,56.9
21,66,Medium,Medium,Yes,7,63,Medium,Yes,0,High,Medium,Public,Neutral,3,No,High School,Near,Female,64,2.8636363636363638,Low,51.300000000000004
21,92,High,Medium,Yes,4,85,Low,Yes,1,High,Medium,Public,Negative,3,No,High School,Far,Male,69,3.8636363636363638,High,67.9
18,69,Low,Medium,No,8,59,Low,No,1,Low,Medium,Public,Positive,4,No,High School,Near,Female,60,3.1052631578947367,Low,49.7
20,89,Low,Medium,Yes,9,95,Medium,Yes,3,Low,Medium,Public,Positive,3,No,High School,Moderate,Male,69,4.523809523809524,Medium,70.7
22,98,Medium,Low,Yes,8,69,Medium,Yes,4,High,Medium,Private,Positive,2,No,High School,Near,Female,72,3.0,High,63.6
10,81,Medium,Low,Yes,7,85,Low,Yes,1,Low,Medium,Public,Neutral,2,No,College,Near,Male,63,7.7272727272727275,Medium,61.3
12,82,Low,Medium,No,9,79,High,Yes,0,Low,Medium,Private,Positive,2,No,College,Moderate,Female,63,6.076923076923077,Medium,59.8
24,78,High,Low,Yes,7,53,High,Yes,0,Medium,Medium,Public,Neutral,4,Yes,High School,Near,Male,66,2.12,Medium,51.8
21,73,Medium,Medium,No,6,85,Medium,Yes,6,Medium,High,Public,Neutral,5,No,College,Near,Male,70,3.8636363636363638,Medium,62.2
19,79,Medium,High,Yes,7,90,Medium,Yes,1,High,Medium,Public,Negative,4,No,College,Far,Female,68,4.5,Medium,65.4
20,84,Medium,Medium,Yes,10,99,Low,Yes,2,Medium,Medium,Private,Positive,3,No,High School,Moderate,Male,69,4.714285714285714,Medium,70.8
22,99,Medium,Medium,Yes,5,71,High,Yes,0,Medium,High,Public,Neutral,4,No,College,Near,Female,72,3.0869565217391304,High,64.7
17,98,Low,High,No,5,75,Low,Yes,1,Low,Low,Private,Positive,3,Yes,College,Near,Male,67,4.166666666666667,High,64.5
15,94,Low,Medium,No,8,94,Low,Yes,1,High,Medium,Public,Positive,4,No,High School,Moderate,Male,68,5.875,High,70.30000000000001
21,96,Medium,High,No,7,63,Medium,Yes,1,Medium,Medium,Private,Negative,2,No,Postgraduate,Far,Female,70,2.8636363636363638,High,60.3
14,79,High,Medium,Yes,6,59,Medium,Yes,5,Medium,High,Public,Positive,3,No,Postgraduate,Far,Male,68,3.933333333333333,Medium,51.5
22,86,Medium,Medium,Yes,5,57,High,Yes,2,Medium,Medium,Public,Positive,3,No,College,Moderate,Male,69,2.4782608695652173,Medium,55.2
10,96,Medium,Medium,No,4,99,Medium,Yes,1,Medium,Medium,Private,Negative,5,No,College,Near,Female,68,9.0,High,71.4
26,76,Medium,Medium,No,5,64,Low,Yes,0,Medium,Medium,Public,Positive,5,No,College,Far,Female,66,2.3703703703703702,Medium,56.2
23,98,Medium,Medium,No,9,88,High,Yes,1,Low,Medium,Public,Negative,4,No,Postgraduate,Moderate,Female,72,3.6666666666666665,High,71.5
22,77,Medium,Medium,Yes,7,72,Medium,Yes,2,Medium,High,Public,Neutral,3,No,High School,Near,Male,67,3.130434782608696,Medium,58.5
26,84,Low,High,No,4,62,Medium,No,3,High,High,Public,Positive,2,No,High School,Near,Male,70,2.2962962962962963,Medium,57.8
30,88,High,Medium,Yes,9,96,Medium,Yes,1,Medium,High,Private,Neutral,3,Yes,High School,Near,Male,73,3.096774193548387,Medium,73.80000000000001
26,98,Medium,Low,Yes,9,73,High,Yes,1,High,Low,Public,Neutral,6,No,Postgraduate,Moderate,Male,73,2.7037037037037037,High,66.4
9,70,Medium,Medium,No,9,78,Low,Yes,1,Medium,Low,Public,Neutral,2,No,High School,Near,Female,60,7.8,Medium,54.900000000000006
12,90,Medium,High,No,6,61,Low,Yes,2,Medium,High,Public,Neutral,3,No,College,Near,Male,67,4.6923076923076925,High,55.0
16,81,High,Medium,Yes,7,66,Medium,Yes,3,High,High,Private,Positive,4,No,High School,Near,Male,69,3.8823529411764706,Medium,55.5
20,71,Medium,Low,No,7,87,High,Yes,1,Medium,Medium,Public,Negative,5,No,High School,Near,Male,65,4.142857142857143,Medium,62.10000000000001
23,91,Low,High,Yes,9,67,Low,Yes,2,Low,Medium,Public,Neutral,4,No,High School,Near,Female,70,2.7916666666666665,High,61.0
16,82,High,High,Yes,6,75,Low,Yes,3,Medium,Medium,Public,Neutral,3,No,College,Moderate,Female,68,4.411764705882353,Medium,59.4
21,86,Medium,Low,No,6,56,Medium,Yes,1,Low,High,Private,Negative,2,No,College,Near,Female,66,2.5454545454545454,Medium,54.5
15,73,Low,High,Yes,8,93,Medium,Yes,1,Low,High,Public,Positive,4,No,College,Far,Male,65,5.8125,Medium,63.6
16,79,Low,Medium,Yes,9,87,Medium,Yes,1,Low,Medium,Public,Neutral,2,No,College,Moderate,Female,64,5.117647058823529,Medium,63.300000000000004
12,85,High,High,Yes,7,88,High,Yes,1,Low,Medium,Public,Neutral,0,No,College,Far,Female,67,6.769230769230769,Medium,64.30000000000001
14,76,High,Medium,Yes,8,59,Low,Yes,3,Medium,Medium,Private,Neutral,5,No,High School,Moderate,Male,65,3.933333333333333,Medium,50.6
12,68,High,High,Yes,7,75,Medium,Yes,1,Medium,Low,Private,Positive,4,No,High School,Near,Male,64,5.769230769230769,Low,54.0
14,98,High,High,No,7,51,Medium,Yes,0,Medium,Low,Public,Positive,1,Yes,High School,Near,Male,67,3.4,High,54.0
26,80,Medium,Low,Yes,6,66,Medium,Yes,2,High,Medium,Public,Neutral,4,No,Postgraduate,Near,Male,70,2.4444444444444446,Medium,58.2
14,89,Medium,Low,Yes,5,67,Low,No,3,Low,Low,Private,Neutral,3,No,High School,Far,Female,63,4.466666666666667,Medium,57.7
34,76,Medium,Medium,No,6,96,Medium,Yes,1,Low,Medium,Private,Neutral,2,No,College,Near,Male,71,2.742857142857143,Medium,71.4
23,74,High,Low,No,6,100,Low,Yes,2,High,Low,Private,Positive,3,No,High School,Near,Male,68,4.166666666666667,Medium,69.1
21,76,Medium,Medium,No,7,81,Medium,Yes,0,Medium,High,Private,Positive,2,No,College,Moderate,Female,67,3.6818181818181817,Medium,61.5
15,76,High,High,Yes,9,76,Medium,Yes,1,Medium,High,Public,Neutral,2,No,Postgraduate,Far,Female,67,4.75,Medium,57.7
24,82,Low,Medium,Yes,7,72,Medium,Yes,0,Medium,High,Public,Positive,2,No,Postgraduate,Moderate,Female,68,2.88,Medium,60.599999999999994
17,82,High,Medium,No,6,51,Medium,Yes,1,Low,Medium,Public,Positive,3,No,Postgraduate,Moderate,Male,66,2.8333333333333335,Medium,50.099999999999994
21,80,Medium,Medium,Yes,8,90,Medium,Yes,0,Medium,Medium,Public,Negative,4,No,College,Near,Male,68,4.090909090909091,Medium,66.3
34,65,High,Medium,Yes,7,84,High,Yes,0,Medium,Medium,Public,Positive,2,No,High School,Moderate,Male,70,2.4,Low,63.3
19,80,Low,Low,No,8,82,Medium,Yes,5,Low,Low,Public,Positive,3,No,College,Near,Male,67,4.1,Medium,62.5
27,67,Low,Medium,Yes,6,90,Medium,Yes,2,High,High,Private,Neutral,3,No,High School,Moderate,Male,67,3.2142857142857144,Low,64.19999999999999
16,65,Low,High,No,9,96,Low,Yes,2,Low,Medium,Public,Negative,2,No,High School,Near,Male,62,5.647058823529412,Low,62.7
20,97,Medium,High,No,9,69,Low,Yes,0,Low,Low,Public,Negative,3,Yes,High School,Near,Male,67,3.2857142857142856,High,62.699999999999996
31,84,Medium,High,No,7,71,Low,Yes,4,Low,Medium,Public,Negative,4,No,High School,Far,Male,70,2.21875,Medium,62.900000000000006
16,86,High,High,No,8,99,Medium,Yes,4,Low,High,Private,Neutral,4,No,College,Near,Male,72,5.823529411764706,Medium,70.2
31,76,Medium,Medium,Yes,9,83,Medium,Yes,2,High,Medium,Private,Negative,3,No,High School,Moderate,Female,70,2.59375,Medium,65.30000000000001
24,96,Low,High,No,6,93,Medium,Yes,2,Low,Medium,Public,Neutral,2,No,High School,Moderate,Female,76,3.72,High,73.2
17,86,Medium,Medium,No,7,61,Medium,No,2,High,Medium,Public,Positive,3,No,High School,Moderate,Male,66,3.388888888888889,Medium,55.3
24,91,Low,Low,Yes,7,66,High,Yes,2,Low,High,Public,Neutral,3,No,High School,Near,Male,69,2.64,High,60.900000000000006
26,75,High,Medium,No,5,70,Low,Yes,0,High,Low,Private,Neutral,2,No,Postgraduate,Near,Male,68,2.5925925925925926,Medium,58.3
24,98,High,Low,No,8,66,High,Yes,2,Low,Medium,Public,Positive,1,No,High School,Moderate,Male,71,2.64,High,63.0
11,93,High,Medium,No,9,94,Medium,Yes,4,Low,High,Public,Neutral,4,No,High School,Moderate,Male,69,7.833333333333333,High,68.8
16,94,Medium,Medium,No,7,76,Low,Yes,2,Medium,Medium,Public,Neutral,3,Yes,High School,Near,Female,67,4.470588235294118,High,63.400000000000006
19,67,Low,Medium,Yes,8,98,Medium,Yes,2,Low,Medium,Private,Negative,2,No,Postgraduate,Near,Female,64,4.9,Low,65.0
20,71,Medium,Medium,Yes,9,66,Medium,Yes,1,Medium,Low,Private,Negative,5,Yes,College,Near,Female,63,3.142857142857143,Medium,53.7
24,71,Medium,High,Yes,6,52,Medium,Yes,2,Medium,Medium,Private,Neutral,3,No,College,Far,Female,66,2.08,Medium,49.3
21,71,High,Medium,Yes,8,57,Low,No,2,High,Medium,Public,Positive,1,No,Postgraduate,Near,Female,66,2.590909090909091,Medium,50.400000000000006
12,94,Low,High,Yes,6,61,Medium,Yes,3,High,High,Public,Neutral,4,No,College,Near,Male,69,4.6923076923076925,High,56.2
22,61,Low,Low,Yes,6,82,Low,Yes,4,Medium,Medium,Public,Positive,4,No,High School,Moderate,Female,64,3.5652173913043477,Low,57.7
24,63,High,Medium,No,8,59,Low,Yes,1,Low,Medium,Public,Neutral,3,Yes,High School,Near,Male,62,2.36,Low,49.7
23,71,Medium,Medium,Yes,7,69,High,Yes,3,Low,Medium,Public,Positive,5,Yes,High School,Far,Female,66,2.875,Medium,55.8
26,68,Medium,High,Yes,8,90,Medium,Yes,4,Low,High,Private,Neutral,3,No,High School,Near,Male,70,3.3333333333333335,Low,64.2
25,69,High,Medium,Yes,7,56,Medium,Yes,2,Low,Medium,Private,Neutral,4,No,High School,Near,Male,67,2.1538461538461537,Low,50.6
23,92,Low,Medium,No,8,54,Medium,Yes,0,High,Low,Public,Positive,1,No,Postgraduate,Near,Female,68,2.25,High,56.1
20,83,High,Low,No,9,77,High,Yes,0,Low,Medium,Public,Positive,3,Yes,High School,Near,Male,67,3.6666666666666665,Medium,61.7
10,60,Medium,Medium,No,9,85,Medium,Yes,0,Medium,High,Public,Positive,4,No,Postgraduate,Near,Male,62,7.7272727272727275,Low,55.0
23,77,Low,Medium,Yes,8,96,Medium,Yes,1,High,Medium,Private,Neutral,1,Yes,College,Near,Male,67,4.0,Medium,68.4
21,76,Medium,High,Yes,8,83,Medium,Yes,0,Low,Medium,Public,Positive,5,No,High School,Near,Male,68,3.772727272727273,Medium,62.300000000000004
22,65,Low,Medium,No,7,97,Low,Yes,2,Medium,High,Private,Neutral,4,No,High School,Moderate,Female,64,4.217391304347826,Low,64.9
12,87,Medium,Low,Yes,7,62,Medium,No,2,Medium,Medium,Public,Neutral,4,No,High School,Near,Female,64,4.769230769230769,Medium,54.5
14,88,Medium,Medium,No,8,67,Medium,Yes,2,High,Low,Public,Neutral,3,No,Postgraduate,Far,Male,66,4.466666666666667,Medium,57.4
26,89,Medium,Low,Yes,7,92,Medium,Yes,2,Low,High,Public,Positive,2,No,Postgraduate,Moderate,Male,72,3.4074074074074074,Medium,71.30000000000001
20,89,Medium,High,Yes,8,91,Medium,Yes,2,Medium,Medium,Public,Positive,3,No,High School,Near,Female,72,4.333333333333333,Medium,69.1
24,60,Medium,High,Yes,9,83,High,Yes,2,Medium,Low,Public,Positive,3,Yes,High School,Near,Male,66,3.32,Low,58.400000000000006
20,98,Low,Medium,No,7,75,High,Yes,4,Medium,Medium,Private,Positive,1,No,College,Near,Male,72,3.5714285714285716,High,65.4
20,93,High,Medium,Yes,4,51,Low,Yes,1,Medium,Medium,Public,Positive,3,No,High School,Near,Male,69,2.4285714285714284,High,54.3
26,96,High,High,Yes,10,64,Low,Yes,2,Medium,Medium,Private,Neutral,3,Yes,High School,Near,Female,72,2.3703703703703702,High,62.199999999999996
17,61,Low,Low,Yes,6,58,Medium,Yes,1,Medium,High,Public,Neutral,4,No,High School,Near,Male,60,3.2222222222222223,Low,46.6
21,97,Medium,Medium,Yes,7,53,Medium,Yes,0,High,Medium,Public,Neutral,2,No,High School,Moderate,Male,69,2.409090909090909,High,56.6
17,92,Medium,High,No,8,89,Medium,Yes,0,Low,Low,Public,Positive,3,Yes,High School,Near,Male,68,4.944444444444445,High,68.3
17,93,Low,Medium,Yes,9,57,High,Yes,3,Low,High,Private,Neutral,2,No,College,Near,Male,69,3.1666666666666665,High,55.8
18,64,Medium,Low,Yes,10,68,Low,Yes,1,Low,Medium,Public,Positive,5,No,High School,Near,Male,62,3.5789473684210527,Low,51.8
21,90,Medium,Medium,Yes,6,99,Low,Yes,2,Low,High,Public,Positive,2,No,High School,Moderate,Male,71,4.5,High,72.9
17,98,Medium,High,Yes,9,70,Low,Yes,1,High,Medium,Private,Negative,2,No,High School,Near,Male,70,3.888888888888889,High,62.5
28,87,Low,Low,Yes,7,57,Medium,Yes,2,Medium,High,Private,Negative,4,No,High School,Moderate,Male,68,1.9655172413793103,Medium,57.3
15,83,High,Medium,Yes,10,84,Medium,Yes,1,High,High,Public,Negative,2,No,College,Near,Male,68,5.25,Medium,63.0
19,98,Medium,High,No,9,90,Low,No,1,High,Medium,Private,Positive,2,No,College,Far,Female,70,4.5,High,71.1
17,78,Medium,High,No,7,64,Medium,Yes,0,Low,Medium,Private,Neutral,3,No,High School,Near,Female,65,3.5555555555555554,Medium,54.1
29,84,High,Medium,Yes,6,90,Medium,Yes,0,Medium,High,Public,Positive,3,No,Postgraduate,Far,Male,73,3.0,Medium,69.9
21,79,High,Medium,No,4,64,Low,Yes,0,Low,High,Public,Negative,4,No,College,Moderate,Male,66,2.909090909090909,Medium,55.6
26,97,Medium,Medium,No,8,85,Low,No,2,High,Low,Public,Neutral,3,No,High School,Near,Male,71,3.1481481481481484,High,70.9
11,63,High,Medium,Yes,9,56,High,Yes,2,Medium,Medium,Public,Neutral,3,No,High School,Near,Female,62,4.666666666666667,Low,44.6
22,80,Medium,Medium,Yes,8,71,High,Yes,2,Low,Medium,Private,Positive,3,No,High School,Near,Female,68,3.0869565217391304,Medium,59.0
25,87,Medium,High,No,4,76,Low,Yes,1,Low,High,Public,Positive,4,No,College,Far,Male,70,2.923076923076923,Medium,64.0
20,92,Medium,Low,No,5,86,Low,Yes,0,Medium,Medium,Public,Neutral,2,No,Postgraduate,Moderate,Female,68,4.095238095238095,High,68.0
26,83,High,Low,Yes,8,83,Medium,Yes,2,Low,High,Public,Neutral,2,No,College,Near,Female,71,3.074074074074074,Medium,65.9
17,96,Medium,Medium,Yes,10,93,Medium,Yes,2,Medium,Low,Public,Negative,4,No,High School,Near,Female,70,5.166666666666667,High,71.1
28,98,Medium,Medium,Yes,7,59,Medium,Yes,1,Low,Medium,Public,Positive,3,No,High School,Near,Male,72,2.0344827586206895,High,61.4
34,63,Medium,High,Yes,9,83,Medium,Yes,2,Medium,High,Public,Negative,2,No,College,Moderate,Male,69,2.3714285714285714,Low,62.3
18,76,Medium,High,No,5,56,Medium,Yes,1,Low,Low,Public,Negative,2,No,College,Moderate,Male,63,2.9473684210526314,Medium,50.6
17,61,Medium,Medium,No,7,74,High,Yes,0,Medium,Medium,Public,Neutral,2,No,Postgraduate,Near,Female,62,4.111111111111111,Low,53.0
29,73,Medium,Medium,No,7,76,Medium,Yes,2,Low,High,Private,Neutral,3,No,High School,Near,Female,68,2.533333333333333,Medium,61.0
29,81,Low,Medium,Yes,9,51,Low,Yes,2,Medium,Medium,Public,Positive,5,No,Postgraduate,Near,Male,70,1.7,Medium,53.400000000000006
17,96,Medium,Medium,Yes,6,54,Medium,Yes,1,Medium,Medium,Private,Positive,4,No,High School,Near,Male,69,3.0,High,55.5
17,94,Medium,Medium,No,10,92,Low,Yes,2,Low,Medium,Private,Negative,2,No,High School,Near,Male,68,5.111111111111111,High,70.1
18,65,High,Medium,Yes,7,64,Medium,Yes,2,High,Medium,Public,Positive,1,No,High School,Near,Male,65,3.3684210526315788,Low,50.5
12,64,Medium,Low,No,5,67,Medium,Yes,3,Low,Medium,Private,Positive,2,Yes,High School,Near,Male,59,5.153846153846154,Low,49.599999999999994
14,84,Medium,Medium,No,5,82,Medium,Yes,3,Low,Medium,Public,Positive,3,No,College,Far,Male,66,5.466666666666667,Medium,62.2
14,81,High,Medium,No,6,61,Low,Yes,0,Low,Medium,Public,Positive,4,No,High School,Moderate,Male,64,4.066666666666666,Medium,52.900000000000006
15,71,Low,Medium,No,8,60,High,No,5,Low,High,Public,Positive,4,No,High School,Far,Female,63,3.75,Medium,49.8
20,96,Medium,Medium,No,6,71,Medium,Yes,5,Low,High,Public,Neutral,3,No,College,Near,Male,72,3.380952380952381,High,63.2
21,97,Medium,High,Yes,6,53,Low,Yes,0,Low,Medium,Public,Negative,3,Yes,High School,Moderate,Male,67,2.409090909090909,High,56.6
29,76,Medium,Medium,No,8,96,Low,Yes,2,Low,Medium,Public,Positive,2,No,Postgraduate,Moderate,Male,76,3.2,Medium,69.9
14,96,Medium,High,Yes,4,97,Low,Yes,2,Medium,Medium,Public,Negative,3,No,High School,Near,Female,70,6.466666666666667,High,71.80000000000001
26,75,Low,Medium,No,6,72,Medium,Yes,0,Low,High,Public,Neutral,3,No,High School,Near,Male,66,2.6666666666666665,Medium,59.1
19,89,Low,Medium,Yes,5,60,Low,Yes,4,Medium,Medium,Public,Positive,2,No,Postgraduate,Moderate,Female,69,3.0,Medium,56.4
